SMILES,1A2,2C9,2C19,2D6,3A4
CC(C)C(N)C(=O)NC(CC(N)=O)C(=O)O,0.0,0.0,0.0,0.0,0.0
CC(=O)N1N=C(c2ccccc2Cl)C[C@H]1c1cccc(O)c1,,,,,0.0
CC(C)(C)OC(=O)NCc1c[nH]c2nc(N)[nH]c(=O)c12,,,0.0,,0.0
CC(=O)OC(C)(C)/C=C/C(=O)[C@](C)(O)C1C(O)C[C@]2(C)C3CC=C4C(CC(O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@]12C,0.0,0.0,0.0,0.0,0.0
CC(C)C[C@H](N=C(O)[C@@H](O)[C@H](N)Cc1ccccc1)C(=O)O,,,,0.0,
CCCCCCCCOC(=O)CCC,0.0,0.0,0.0,0.0,0.0
CN1C(=O)[C@H](O)N=C(c2ccccc2)c2cc(Cl)ccc21,,1.0,1.0,0.0,1.0
CC(C)(C)N=C(O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(O)=N[C@H]1c2ccccc2C[C@H]1O,,,,1.0,1.0
CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,,0.0,,,0.0
O[C@@H]1Cc2c(cc3ccc4cccc5ccc2c3c45)[C@@H](O)[C@@H]1O,0.0,,,,
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)c1ccncc1,,,,,1.0
O=C(O)Cc1cc(O)ccc1Nc1c(Cl)cccc1Cl,,1.0,,,
CCCCCCCCC1OCC(C)O1,0.0,0.0,0.0,0.0,0.0
CC(C)C[C@@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O,,,,,0.0
C=CCc1ccccc1OCC(O)CNC(C)C,,,,1.0,
CC(C)C(=O)O[C@@H](OC(=O)NC[C@H](CC(=O)O)c1ccc(Cl)cc1)C(C)C,,,,,0.0
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](COS(=O)(=O)O)[C@@H](O)[C@H]1O,,,,,0.0
C=CCSSCC=C,,1.0,1.0,1.0,
C[C@@H](CCc1ccccc1)NC[C@H](O)c1ccc(O)c(C(N)=O)c1,,0.0,,1.0,0.0
O=C1CCCCC1,0.0,,,,0.0
O=C(O)/C=C/c1ccc(B(O)O)cc1,,0.0,,,
CC#CC#CC#C/C=C/C=C/CCCOC(C)=O,0.0,0.0,0.0,0.0,0.0
COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)[nH]c(=N)c2cc1OC,,,1.0,1.0,1.0
CC(=O)C[C@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,1.0,1.0,1.0,,1.0
CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,,,,,1.0
c1nc[nH]n1,,,,,0.0
Nc1ccc(S(N)(=O)=O)cc1[Hg],,,,0.0,
COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1,,0.0,,1.0,
CCCCC/C=C\C(=O)OC,0.0,0.0,0.0,0.0,0.0
Clc1ccc2c(N3CCN(CCCN4CCN(c5ccnc6cc(Cl)ccc56)CC4)CC3)ccnc2c1,,1.0,1.0,,1.0
COc1ccc(CCN(C)CCC[C@@](C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,,1.0,,,1.0
CCCCCN(CCCOC)C(=O)[C@@H](CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1,,1.0,,0.0,1.0
CN1CC[C@]23c4c5ccc(OCCN6CCOCC6)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,0.0,,,,
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O,,,1.0,,1.0
NC1=NCC(c2ccccc2)O1,,,,,0.0
COCCc1ccc(OC[C@H](O)CNC(C)C)cc1,,,1.0,1.0,
O=C(NCc1ccccn1)c1ccc(Oc2ccccc2)cc1,,,,,0.0
CCN[C@H](C)Cc1cccc(C(F)(F)F)c1,,0.0,,1.0,0.0
CC(C)n1nc(-c2ccc3oc(N)nc3c2)c2c(N)ncnc21,,0.0,,,
O=S(O)CNc1ccc(S(=O)(=O)c2ccc(NCS(=O)O)cc2)cc1,,0.0,,,
O=C(O)C(=O)C[C@H](O)[C@@H](O)C(=O)O,,0.0,,,0.0
CN1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,,,,0.0,
C[C@@H](N)[C@@H](O)c1ccccc1,0.0,,,,0.0
Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,,,,0.0,0.0
N=c1nc(O)c2[nH]ccc2[nH]1,1.0,,,,
Cn1c(COc2ccc(CC3SC(=O)NC3=O)cc2)nc2ccccc2c1=O,,,,,0.0
CCCCCC(O)/C=C/C1C(SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)CC(=O)C1CCCCCCC(=O)O,0.0,0.0,0.0,0.0,0.0
CCCCCCCC(O)=N[C@H](CN1CCCC1)[C@H](O)c1ccc2c(c1)OCCO2,0.0,,,1.0,1.0
Cc1cc(COc2ccc([C@]3(C)CCN([C@H](C)C(=O)NO)C3=O)cc2)c2ccccc2n1,0.0,,,,
Cc1c(O)cccc1C(O)=N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(O)=NC(C)(C)C,,,1.0,,1.0
CC1=CC[C@@H]2[C@H](C1)C2(C)C,1.0,,1.0,1.0,
CC(C)(C)c1ccc(Sc2cccc3nc(N)nc(N)c23)cc1,,,,,0.0
C/C(O)=C(\C#N)C(=O)Nc1ccc(-c2ccccc2)cc1,,0.0,,,
O=C(c1ccco1)N(c1cnccn1)C1CCN(CCc2ccccc2)CC1,,,0.0,,
COc1cc(N)c(Cl)cc1C(=O)N[C@H]1CCN(CCCOc2ccc(F)cc2)C[C@H]1OC,,1.0,,1.0,1.0
CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,,,,,1.0
CCCN1CC(CSC)CC2c3cccc4[nH]cc(c34)CC21,,,,1.0,1.0
CCC(C)CCn1c(=O)c2c(ncn2C)n(C)c1=O,,,,,1.0
CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC1CC[C@@]2(C)C(=CCC3C2CC[C@]2(C)C(C(C)CCC(C)C(C)C)CCC32)C1,0.0,0.0,0.0,0.0,0.0
N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,,,0.0,,
CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,1.0,0.0,,0.0,0.0
COc1cc(-c2cc(C)cc(C)c2)cc([C@@H](C)C#Cc2c(C)nc(N)nc2N)c1,,,0.0,,
COc1ccccc1OCCNC[C@H](O)COc1cccc2[nH]c3ccccc3c12,1.0,1.0,,1.0,1.0
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2CCC[C@H]3[C@H]1C5,,,0.0,,
CN1CCN(c2cnc3cc(C(F)(F)F)cc(-c4cccc(O)c4)c3n2)CC1,0.0,,,0.0,0.0
CC1(C)CC(O)[C@]2(C)CC[C@]3(C)C(=CCC4[C@@]5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CC[C@]43C)C2C1,0.0,0.0,0.0,0.0,0.0
C[C@]12CC[C@@H]3c4ccc(OS(N)(=O)=O)cc4CC[C@H]3[C@@H]1CC(=O)N(Cc1cccnc1)C2=O,,,,,0.0
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCCN2CCC(c3ccccc3)(c3ccccc3)CC2)[C@H]1c1cccc([N+](=O)[O-])c1,,,,,1.0
CC(O)CCO,,,0.0,,
CS(=O)(=O)c1ccc(Nc2cc(Cl)nc3ccnn23)cc1,,,,,0.0
CC(=O)Oc1c(C)cc(OCC(O)CNC(C)C)c(C)c1C,,0.0,,1.0,
CCNc1nc(Cl)nc(NC(C)(C)C)n1,1.0,,1.0,,1.0
O=C(O)CCCn1c2c(c3ccccc3c1=O)C(=O)c1ccccc1-2,,,,0.0,
COc1cc2c(cc1Cc1cccc(Cl)c1F)c(=O)c(C(=O)O)cn2[C@H](CO)C(C)C,,,,,1.0
O=C(CCCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccc(F)cc1,,0.0,,1.0,1.0
C[C@@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N21,0.0,,,,
CCCCNC(C)Cc1ccc(OC)cc1,,,,1.0,
O=C1C=CC(=O)N1COCN1C(=O)C=CC1=O,,,,,0.0
O=c1sn(-c2cccc3ccccc23)c(=O)n1Cc1ccccc1,,,,,0.0
O=C(O)CC(O)C(=O)O,,,,0.0,
CC(C)CCO[P@@](=O)(O)OP(=O)(O)O,,0.0,,,0.0
CCC(C(=O)O)C1OC(C(C)C(O)C(C)C(=O)C(CC)C2O[C@]3(C=CC[C@]4(CC[C@](C)(C5CC[C@@](O)(CC)C(C)O5)O4)O3)C(C)CC2C)C(C)CC1C,0.0,0.0,0.0,0.0,0.0
O=C(O)COc1ccc(C(=O)c2ccsc2)c(Cl)c1Cl,,1.0,,,
CC(C)[C@]12CC(=O)[C@H](C)[C@H]1C2,,,,,1.0
Cc1cc(=O)oc2cc(O)ccc12,,,,,1.0
CCCCOc1ccc2ccc(=O)oc2c1,,,,,1.0
O=c1nc(O)c(Br)cn1[C@H]1C[C@H](O)[C@@H](COP(=O)(O)O)O1,,,,,0.0
CCN[C@H](C)Cc1ccc2c(c1)OCO2,1.0,1.0,,1.0,1.0
CC[C@H](O)[C@@H](C)C(=O)C[P@@H](=O)O,,,,0.0,
O=C1OC(CO)C(O)C(O)C1O,0.0,0.0,0.0,0.0,0.0
CN1C[C@H](C(O)=N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,,,,,1.0
CCCCCCC(=O)CCCCCCCCCCCCCCCCCCCCCO,0.0,0.0,0.0,0.0,0.0
Fc1cccc(CCN2CCN(CCCc3cc4cc(-n5cnnc5)ccc4[nH]3)CC2)c1,,,,,1.0
CCc1cc2c(cc1CC)CC(NC[C@H](O)c1ccc(O)c3nc(O)ccc13)C2,,,,,1.0
O=C(O)[C@@H](O)C[C@H](O)[C@@H](O)C(=O)O,,,0.0,,
C[C@H]1CN(Cc2ccc(CC(=O)N3CCC(Nc4cccc(F)c4)CC3)cc2)CCN1,,,,0.0,
Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1,,1.0,1.0,1.0,1.0
CC(C)[C@H](NS(=O)(=O)c1ccc2c(c1)sc1ccccc12)C(=O)O,,0.0,,,0.0
CC(=O)Nc1c(N)[nH]c(=O)n(C)c1=O,0.0,0.0,0.0,0.0,0.0
CCCCC/C=C\C[C@H](O)/C=C/CC(=O)CCCCC(=O)O,,,,,0.0
Cc1c2ccccc2c(C)c2c1ccc1ccccc12,1.0,1.0,,,1.0
CC(=O)c1cc2c(o1)C(=O)c1ccccc1C2=O,,,,0.0,
CC(C)=CCCC(C(=O)O)C1CC[C@]2(C)C3=C(CC[C@@]12C)[C@@]1(C)CCC(O)C(C)(C)C1CC3,0.0,0.0,0.0,0.0,0.0
Cc1ccc2c(c1)c1c3c(c(C)cc1n2CCCN)C(=O)NC3=O,,,,,0.0
CN1C[C@H](CN=C(O)OCc2ccccc2)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21,,0.0,,,
Oc1cc(O)c(-c2noc3ccc(NCCN4CCOCC4)cc23)cc1Cl,,,,,0.0
OCCCOc1cccc(CN2CCCCC2)c1,,,,1.0,
NC(=O)CSC[C@H](N)C(=O)O,0.0,,,,
CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,,0.0,0.0,,
CCC(=O)O[C@@](Cc1ccccc1)(c1ccccc1)[C@@H](C)CN(C)C,,,,,0.0
CCCCN1CCCCC1C(O)=Nc1c(C)cccc1C,,,1.0,1.0,1.0
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,1.0,1.0,1.0,1.0,1.0
O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,1.0,0.0,,0.0,1.0
CCOc1cc2[nH]cc(C#N)c(=Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1N=C(O)/C=C/CN(C)C,,,,,1.0
CC(C)(C)n1nc(-c2cccc(O)c2)c2c(N)ncnc21,,,,0.0,
O=C1N2C=C(c3ccc(O)cc3)N[C@@H](Cc3ccccc3)C2=N[C@@]1(Cc1ccc2ccccc2c1)OO,,,,0.0,
CCCCCCCCCCC(O)C1CCC(COCCCCCCCCCCCCCCCCC2=CC(C)OC2=O)O1,0.0,0.0,0.0,0.0,0.0
CN1C(C(=O)Nc2ccc(O)cn2)=C(O)c2ccccc2S1(=O)=O,0.0,0.0,0.0,0.0,0.0
CNCCCN1c2ccccc2CCc2ccc(Cl)cc21,1.0,1.0,1.0,1.0,1.0
CN1/C(=C(/O)Nc2ccccn2)C(=O)c2sccc2S1(=O)=O,,1.0,,,
CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,,1.0,1.0,1.0,1.0
CC[C@H](c1ccc(O)cc1)[C@@H](CC)c1ccc(O)cc1,,0.0,0.0,,
CC(NC(=NC#N)N=c1cc[nH]cc1)C(C)(C)C,,,,,1.0
CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,,0.0,,0.0,0.0
c1ccc(C2(N3CCCCC3)CCCCC2)cc1,,0.0,,0.0,1.0
CC(=O)NC1C(O)C[C@](OC2C(O)C(CO)OC(OC3C(O)C(CO)OC(OC4C(O)C(CO)OC(OC(C(O)CO)C(O)C(O)C=O)C4O)C3NC(C)=O)C2O)(C(=O)O)OC1C(O)C(O)CO,0.0,0.0,0.0,0.0,0.0
CCC(C)C(N)C(=O)NC(CO)C(=O)O,0.0,0.0,0.0,0.0,0.0
O=C(O)/C=C/c1ccc(O)c(O)c1,,0.0,,,0.0
CC(C)(C)NC[C@H](O)COc1ccccc1C#N,,0.0,,1.0,0.0
C[C@H]1CC[C@]2(CO)CO[C@H](c3ccc(O)cc3)[C@H]1[C@H]2C,,,0.0,0.0,
CCCCCCCC/C=C\CCCCCCCC(=O)O,,,,,0.0
O=CCCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12,0.0,,,,
COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,,,,1.0,1.0
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=NO)CC[C@@H]4[C@H]3CC[C@@]21CC,,,,,1.0
CCC(/C=C\C(C)C1CCC2C3C(=O)C=C4CC(O)CC[C@@]4(C)C3CC[C@@]12C)C(C)C,0.0,0.0,0.0,0.0,0.0
COc1ccc2c(c1)c(CC(=O)NC[C@@H](O)c1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1,,,1.0,1.0,1.0
NCC1(Cc2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,,0.0,,,
C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,,,,1.0,1.0
CCCn1c(=O)c2[nH]c(C34C[C@@H]5CC3C[C@@H](C5)C4)nc2n(CCC)c1=O,,,,0.0,
O=P(O)(O)OC[C@@H](O)[C@@H](O)c1c[nH]c2ccccc12,,0.0,,,
NCCCC(=O)NC(Cc1c[nH]cn1)C(=O)O,0.0,0.0,0.0,0.0,0.0
CCCCCC/C=C/C=C\CCCCCCCC(=O)O,0.0,0.0,0.0,0.0,0.0
C[C@H]1O[C@@H](n2cc(I)c3c(N)ncnc32)[C@H](O)[C@@H]1O,,,0.0,,
OC[C@H](O)C(O)[C@H](O)CO,0.0,,,,
COc1cc(C)c2c(Oc3cccc(C(F)(F)F)c3)c(OC)cc(NC(C)CCCN)c2n1,,,0.0,1.0,0.0
CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,1.0,,,,
C[C@@H](C#Cc1ccc(Cc2ccccc2)s1)N(O)C(N)=O,1.0,1.0,1.0,1.0,1.0
OC[C@@]12O[C@@H]1C[C@H](O)[C@@H](O)[C@@H]2O,,0.0,,,
Cc1cc(N)nc(C[C@H]2CNC[C@H]2NCCNCc2ccc(Cl)cc2)c1,,,,,0.0
O=C(O)[C@H]1C[C@@]12C[C@@H](c1ccc(OCc3cc(-c4ccccc4)nc4ccccc34)cc1)NC2=O,,,0.0,,
O=c1[nH]c(=O)c2c([nH]1)n(C[C@H](O)[C@@H](O)[C@H](O)CO)c(=O)n2CCCOP(=O)(O)O,,,,,0.0
CC(O)c1ccc2c(c1)C=CC(C)(C)O2,0.0,0.0,0.0,0.0,0.0
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@@]21C,,,,,1.0
N[C@@H](Cc1co[nH]c1=O)C(=O)O,,0.0,,,0.0
CCC(=O)N(c1ccccc1)C1(C)CCN(CCn2nnn(CC)c2=O)CC1,,,,,1.0
CC(=O)Nc1cc2cccnc2c2ncccc12,,,,,0.0
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CCl,,,,,1.0
O=C(O)c1ccc2nc(-c3cc(Cl)cc(Cl)c3)oc2c1,,,,0.0,
O=C1NC(=O)c2c1c(-c1ccccc1)cc1[nH]c3ccc(O)cc3c21,,,,,0.0
COC(=O)c1cc(NC(=O)c2cccc(O)c2C)c2cc(C(=N)N)ccc2c1,,,0.0,,0.0
O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,1.0,0.0,1.0,0.0,1.0
O=C(O)CCCCCCCCCCS,,,,0.0,
CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O,,,,1.0,0.0
NCc1ccc2c(c1)C1(CCN(C(=O)/C=C/c3ccccc3)CC1)CO2,,,,,0.0
Nc1ncnc2c1ncn2CCNCCCCCO,,,0.0,,
Clc1ccc(CCCOCCCN2CCCCC2)cc1,,,,1.0,1.0
N[C@@H](CCSC[C@H]1O[C@@H](O)[C@H](O)[C@@H]1O)C(=O)O,,,,0.0,
CC(=O)n1c2c(c3ccccc31)CCCC2=O,,,,,0.0
O=C(O)/C=C\C=C/C(=O)O,0.0,0.0,0.0,0.0,0.0
CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)C[C@@H]2O/C(=C\CCCC(=O)O)C[C@@H]21,,1.0,,,
N=C(N)NCCCCN,,,,0.0,1.0
CC1=C[C@H](C)[C@]2(CO)CO[C@H](c3ccc(O)cc3)[C@H]1[C@@H]2C,,,,,0.0
COc1cc2c(cc1O)CCN[C@]21CS[C@@H]2c3c(OC(C)=O)c(C)c4c(c3[C@H](COC1=O)N1[C@@H](O)[C@@H]3Cc5cc(C)c(OC)c(O)c5[C@H]([C@H]21)N3C)OCO4,,1.0,1.0,1.0,1.0
C=CCC1(C(C)C#CCC)C(=O)N(C)C(=O)N=C1O,,,1.0,,
O=C(O)C1=C(CSc2nnnn2CS(=O)(=O)O)CSC2C(NC(=O)C(O)c3ccccc3)C(=O)N12,0.0,0.0,0.0,0.0,0.0
CN1CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c2[nH]c(=N)nc(O)c21,,0.0,,,0.0
CC(=O)NCCCS(=O)(=O)O,,,,0.0,
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](N)[C@H]1O,,0.0,,,
CC1N[C@@H](N)CCC1CNCCN1C(Cl)=CN=C(NCC(F)(F)c2ccccn2)C1O,,0.0,,,
CC(C)(Cc1c[nH]c2ccccc12)NCC(O)COc1ccccc1C#N,,,,1.0,
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,1.0,1.0,1.0,1.0,1.0
O=[P@]1(N(CCCl)CCCl)NCCCO1,1.0,1.0,1.0,1.0,1.0
Cc1cccc([C@H](C)c2c[nH]cn2)c1C,,0.0,,0.0,0.0
CCC(CCC(C)C1CCC2C3=CCC4CC(O)CC[C@]4(C)C3CC[C@]21C)=C(C)C,0.0,0.0,0.0,0.0,0.0
OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,,,,,0.0
N#Cc1cccc2sc(C(=O)NC(=N)N)cc12,,,,,1.0
Cc1[nH]c(=N)sc1C1=N/C(=N\c2ccc(N3CCOCC3)cc2)N=CC1,,,,,0.0
COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12,,,,,1.0
CN(/C=C\c1ccccc1)C(=O)/C=C/c1ccccc1,0.0,0.0,0.0,0.0,0.0
CCN1C(=O)N[C@H](c2ccccc2)C1=O,,0.0,,0.0,0.0
COc1nc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12,,,,,1.0
Cn1c(N)nc2ncc(-c3ccccc3)cc21,1.0,,,0.0,
CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,,0.0,1.0,1.0,1.0
Cc1c(OC2OC(CO)C(O)C(O)C2O)cc(C(C)C)cc1OC1OC(CO)C(O)C(O)C1O,0.0,0.0,0.0,0.0,0.0
CCN1CCN(c2cc(-c3ccc(F)cc3)c3c(n2)CCCCCC3)CC1,,0.0,,,1.0
CC(CCCC(CO)COS(=O)(=O)O)C1CCC2C3C(O)CC4CC(O)CC[C@]4(C)C3CC(O)[C@]12C,0.0,0.0,0.0,0.0,0.0
O=C(/C=C\c1ccc(O)c(O)c1)OC1CC(C(=O)O)=CC(O)C1O,0.0,0.0,0.0,0.0,0.0
CC1=CC(c2c(O)ccc(C(=O)/C=C/c3ccc(O)cc3O)c2O)C(C(=O)c2ccc(O)c(/C=C/C(C)C)c2O)C(c2ccc(O)cc2O)C1,0.0,0.0,0.0,0.0,0.0
CC(CCC(=O)NCC(=O)O)C1CCC2C3C(OS(=O)(=O)O)CC4CC(O)CC[C@]4(C)C3CC[C@]12C,0.0,0.0,0.0,0.0,0.0
CC/C=C\C=C\C=C\CCCCCCCCCC(=O)O,0.0,,,,
O=[S@@](CCCCP(=O)(O)O)c1ccccc1O,,,,,0.0
O=c1cccc2n1C[C@@H]1CNC[C@H]2C1,,,,,0.0
N[C@@H](CO)[C@@H](O)[C@H](O)[C@H](O)COP(=O)(O)O,,,,,0.0
O=P(O)(O)OC[C@H]1O[C@@]2(N=C(O)N=C2O)[C@H](O)[C@@H]1O,,,,,0.0
N[C@@H](CSCC(=O)O)C(=O)O,,,,,0.0
CC(=O)OC1C(C)OC(Oc2c(-c3cc(O)c(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)C(O)C1OC(C)=O,0.0,0.0,0.0,0.0,0.0
OC[C@H]1O[C@@H](n2cnc3c2N=CNC[C@H]3O)C[C@@H]1O,,,,,0.0
C[C@@H]1C[C@@H](NO)N[C@H]1C(=O)O,,,0.0,,
C#CCN[C@@H]1CCc2ccccc21,1.0,,,,0.0
Oc1ccc(C(O)CNCCCCCCNCC(O)c2ccc(O)c(O)c2)cc1O,,,,,0.0
CCC(CO)N=C(O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,,,,,1.0
CC[C@@H](CO)NCCN[C@@H](CC)CO,0.0,,,0.0,
C=CC(O)CCCCCCCC(=O)O,0.0,0.0,0.0,0.0,0.0
COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC,,,,,1.0
CC(C)[C@H]1CC[C@H](C)C[C@@H]1O,,,,,0.0
O=C(O)c1ccc(-c2c[nH]c3ncc(-c4ccccc4)cc23)cc1,,,,,0.0
OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,,1.0,1.0,1.0,1.0
OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21,,0.0,,,
O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3[C@H]2C1,,1.0,,1.0,1.0
Cc1cccc(C)c1,1.0,,,,
N[C@H]1[C@@H](OP(=O)(O)O)O[C@H](CO)[C@@H](O)[C@@H]1O,,,,,0.0
CCCCCCCCCCCCC/C=C/C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)CCCCCCCCCCCCCCCCCCCCCCC,0.0,0.0,0.0,0.0,0.0
N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,,0.0,,0.0,1.0
CO[C@@H]1[C@H](C)[C@@H](COP(=O)(O)O)O[C@H]1n1cc(C)c(=O)[nH]c1=O,,0.0,,,
CC(C)(C)N1CCC(c2ccccc2)(c2ccccc2)CC1,,0.0,,0.0,0.0
CCCCCCCCCCC1=C(O)C(=O)NC1=O,0.0,,,,
CC[C@@H](C(=O)c1ccc(C)cc1)N1CCCC1,1.0,,1.0,1.0,
C=C(C#N)C(=O)OCCC(C)C,,,,0.0,0.0
Cn1ccc(N)nc1=O,,,,0.0,
Cc1ccc(S(=O)(=O)NC(O)=N[C@H]2[C@H]3CC[C@@](C)([C@H]2O)C3(C)C)cc1,,1.0,,,
NCC(O)c1ccc(O)cc1,,,,1.0,1.0
CC1=C(/C=C/C(C)=C/C=C\C(C)=C\CO)C(C)(C)CCC1,0.0,0.0,0.0,0.0,0.0
C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,,,,,1.0
CCOP(=O)(Cc1ccc(C(=O)Nc2ccc(Br)cc2C#N)cc1)OCC,,,,,1.0
CC(=O)OCC(=O)[C@@]12N=C(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,,,,,1.0
COc1ccc2c3c1OC1C(=O)CCC4C(C2)N(C)CCC314,,,,1.0,1.0
OCC(S)CS,,,,,0.0
C=CC(O)=Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,,,,,1.0
Cc1nc(-c2cn3c(n2)-c2ccc(-c4cnn(C(C)(C)C(N)=O)c4)cc2OCC3)n(C(C)C)n1,,0.0,,,
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12,,0.0,0.0,,0.0
O=C(O)CCC(=O)N[C@@H](C(=O)O)c1ccccc1,,,,0.0,0.0
C[C@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@]3(C)O)[C@H]12,,,0.0,,
CCCCC/C=C/C=C1\C(=O)C=C[C@@H]1C/C=C/CCCC(=O)O,,0.0,,,
COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,1.0,1.0,1.0,1.0,1.0
